City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
278,Arraial Do Cabo,BR,2022-03-22 04:48:04,-22.9661,-42.0278,73.89,67,33,8.43
279,Virginia Beach,US,2022-03-22 04:46:48,36.8529,-75.978,59.02,68,0,9.22
280,Potoru,SL,2022-03-22 04:48:05,7.5072,-11.4786,73.42,91,100,2.77
281,Kurilsk,RU,2022-03-22 04:48:06,45.2333,147.8833,32.79,66,52,16.24
282,Mount Isa,AU,2022-03-22 04:48:06,-20.7333,139.5,98.37,15,75,5.75
283,Richards Bay,ZA,2022-03-22 04:48:06,-28.783,32.0377,67.87,75,33,5.26
284,Sarh,TD,2022-03-22 04:48:07,9.1429,18.3923,67.91,60,0,0.0
285,Sitka,US,2022-03-22 04:48:07,57.0531,-135.33,48.09,57,100,20.71
286,Ust-Kut,RU,2022-03-22 04:48:08,56.7938,105.7672,27.48,76,100,8.39
287,Tangjiazhuang,CN,2022-03-22 04:48:08,39.7333,118.45,47.21,25,96,8.05
288,Haveri,IN,2022-03-22 04:48:09,14.8,75.4,86.47,41,45,10.4
289,Saint-Pierre,RE,2022-03-22 04:48:09,-21.3393,55.4781,83.91,87,75,14.97
290,Mirador,BR,2022-03-22 04:48:09,-6.3708,-44.3631,73.9,88,70,1.74
291,Linxia,CN,2022-03-22 04:48:10,35.6003,103.2064,53.37,43,57,6.46
292,Souillac,MU,2022-03-22 04:48:10,-20.5167,57.5167,77.38,94,40,8.05
293,Kahului,US,2022-03-22 04:48:11,20.8947,-156.47,80.62,76,40,14.97
294,Santiago,CL,2022-03-22 04:44:44,-33.4569,-70.6483,63.86,56,0,2.3
295,Hualmay,PE,2022-03-22 04:48:11,-11.0964,-77.6139,69.66,86,80,8.01
296,Airai,TL,2022-03-22 04:48:12,-8.9266,125.4092,72.19,70,68,1.79
297,Ciro Marina,IT,2022-03-22 04:48:12,39.3732,17.126,48.51,61,13,17.96
298,Sarangani,PH,2022-03-22 04:48:13,5.4033,125.4636,83.08,75,53,17.09
299,Aden,YE,2022-03-22 04:48:13,12.7794,45.0367,78.22,73,57,15.46
300,Bukama,CD,2022-03-22 04:48:13,-9.2,25.85,68.52,99,100,5.55
301,Lhokseumawe,ID,2022-03-22 04:48:14,5.1801,97.1507,87.01,63,91,3.6
302,Zhenlai,CN,2022-03-22 04:48:14,45.8495,123.2973,44.98,14,0,14.97
303,Makakilo City,US,2022-03-22 04:48:15,21.3469,-158.0858,77.32,70,75,8.05
304,Coolum Beach,AU,2022-03-22 04:48:15,-26.5333,153.1,83.34,68,17,1.01
305,Gravdal,NO,2022-03-22 04:48:15,68.1214,13.5031,39.09,93,75,3.44
306,Mancora,PE,2022-03-22 04:48:16,-4.1078,-81.0475,78.76,69,99,5.19
307,Tromso,NO,2022-03-22 04:48:16,69.6496,18.957,35.62,75,75,20.71
308,Katsuura,JP,2022-03-22 04:47:41,35.1333,140.3,47.44,92,100,23.47
309,Celestun,MX,2022-03-22 04:48:17,20.8667,-90.4,80.71,59,8,17.09
310,Birao,CF,2022-03-22 04:48:17,10.2849,22.7882,71.11,13,11,5.32
311,Baykit,RU,2022-03-22 04:48:18,61.67,96.37,23.97,81,100,8.12
312,Phan Thiet,VN,2022-03-22 04:50:56,10.9333,108.1,88.92,58,100,11.48
313,Portland,US,2022-03-22 04:49:35,45.5234,-122.6762,52.38,96,100,5.75
314,Broome,US,2022-03-22 04:51:57,42.2506,-75.833,41.54,48,100,8.05
315,Longyearbyen,SJ,2022-03-22 04:51:57,78.2186,15.6401,10.99,77,100,7.11
316,Galesong,ID,2022-03-22 04:51:58,-5.3166,119.3661,84.22,67,85,7.65
317,Khandyga,RU,2022-03-22 04:51:58,62.6667,135.6,9.3,89,100,3.74
318,Vengerovo,RU,2022-03-22 04:51:59,55.6848,76.7471,20.28,91,100,8.7
319,Carnarvon,AU,2022-03-22 04:51:59,-24.8667,113.6333,82.47,65,82,17.27
320,Yaan,NG,2022-03-22 04:52:00,7.3833,8.5667,78.64,78,100,11.1
321,Akureyri,IS,2022-03-22 04:52:00,65.6835,-18.0878,30.13,100,0,0.0
322,Kaeo,NZ,2022-03-22 04:52:00,-35.1,173.7833,76.32,77,0,8.28
323,Shaowu,CN,2022-03-22 04:52:01,27.3409,117.4831,57.54,90,97,3.89
324,Zeya,RU,2022-03-22 04:52:01,53.75,127.2667,31.96,55,39,10.78
325,Ugoofaaru,MV,2022-03-22 04:52:02,5.6667,73.0,82.18,68,1,12.62
326,Dutse,NG,2022-03-22 04:52:02,11.7594,9.3392,75.9,14,57,7.27
327,Concepcion,CL,2022-03-22 04:49:11,-36.827,-73.0498,55.2,88,0,6.91
328,Mount Gambier,AU,2022-03-22 04:52:03,-37.8333,140.7667,67.91,68,75,9.22
329,Umm Kaddadah,SD,2022-03-22 04:52:03,13.6017,26.6876,71.33,9,1,8.72
330,Necochea,AR,2022-03-22 04:52:04,-38.5473,-58.7368,60.67,84,87,16.98
331,Cockburn Town,TC,2022-03-22 04:50:43,21.4612,-71.1419,77.23,72,4,19.82
332,Bakchar,RU,2022-03-22 04:52:04,57.0186,82.0711,19.76,88,100,9.53
333,Sembe,CG,2022-03-22 04:52:05,1.6481,14.5806,68.86,97,96,2.17
334,Atambua,ID,2022-03-22 04:52:05,-9.1061,124.8925,82.6,69,65,3.78
335,Rio Gallegos,AR,2022-03-22 04:52:05,-51.6226,-69.2181,51.85,58,0,8.05
336,Mar Del Plata,AR,2022-03-22 04:48:45,-38.0023,-57.5575,65.08,91,100,30.0
337,Majene,ID,2022-03-22 04:52:06,-3.5403,118.9707,84.78,66,98,4.52
338,Honningsvag,NO,2022-03-22 04:52:06,70.9821,25.9704,33.55,80,75,29.93
339,Iaciara,BR,2022-03-22 04:52:07,-14.0958,-46.6317,70.93,67,66,2.51
340,Saint-Augustin,CA,2022-03-22 04:52:07,51.226,-58.6502,30.34,96,100,16.08
341,Sibolga,ID,2022-03-22 04:52:07,1.7427,98.7792,86.38,62,53,5.28
342,Bahia Blanca,AR,2022-03-22 04:48:03,-38.7196,-62.2724,60.75,58,41,16.17
343,Valdepenas,ES,2022-03-22 04:52:08,38.7621,-3.3848,46.85,92,95,2.82
344,Skibbereen,IE,2022-03-22 04:47:14,51.55,-9.2667,52.11,92,95,16.71
345,Lipova,RO,2022-03-22 04:52:08,46.0833,21.7,27.63,62,0,2.06
346,Avera,US,2022-03-22 04:52:09,33.194,-82.5271,55.54,71,85,6.6
347,Labelle,US,2022-03-22 04:52:09,26.7617,-81.4384,68.02,73,4,8.28
348,Aras,ES,2022-03-22 04:52:10,42.5617,-2.356,45.03,81,100,13.8
349,Iquique,CL,2022-03-22 04:52:10,-20.2208,-70.1431,62.64,76,80,1.21
350,Salacgriva,LV,2022-03-22 04:52:11,57.7536,24.3581,34.79,78,0,4.61
351,Egvekinot,RU,2022-03-22 04:52:11,66.3167,-179.1667,17.62,95,100,3.33
352,Yarada,IN,2022-03-22 04:52:11,17.65,83.2667,88.12,70,75,8.05
353,Krasnoselkup,RU,2022-03-22 04:49:14,65.7,82.4667,5.59,82,6,6.46
354,Porto Velho,BR,2022-03-22 04:49:57,-8.7619,-63.9039,77.05,94,75,2.3
355,Sorland,NO,2022-03-22 04:52:12,67.667,12.6934,42.22,84,91,21.65
356,Yeniseysk,RU,2022-03-22 04:51:23,58.4497,92.1703,25.03,75,100,9.4
357,Hami,CN,2022-03-22 04:52:13,42.8,93.45,49.68,27,36,4.99
358,Luanda,AO,2022-03-22 04:52:13,-8.8368,13.2343,77.56,85,100,5.82
359,Ukiah,US,2022-03-22 04:52:14,39.1502,-123.2078,62.65,75,0,0.0
360,San Cristobal,VE,2022-03-22 04:52:14,7.7669,-72.225,71.78,80,69,0.87
361,Teguise,ES,2022-03-22 04:52:14,29.0605,-13.564,55.62,77,0,3.44
362,Chute-Aux-Outardes,CA,2022-03-22 04:52:15,49.1168,-68.399,21.18,63,100,10.36
363,Saurimo,AO,2022-03-22 04:53:15,-9.6608,20.3916,62.91,98,100,1.48
364,Wetter,DE,2022-03-22 04:53:16,50.9,8.7167,45.07,73,0,1.66
365,Livingston,GB,2022-03-22 04:53:16,55.9029,-3.5226,40.95,96,100,0.0
366,Vila Franca Do Campo,PT,2022-03-22 04:53:16,37.7167,-25.4333,57.61,75,97,13.06
367,Beringovskiy,RU,2022-03-22 04:53:17,63.05,179.3167,29.88,93,100,14.14
368,Ostrovnoy,RU,2022-03-22 04:53:17,68.0531,39.5131,30.15,77,100,31.56
369,Lata,PT,2022-03-22 04:53:18,40.1629,-8.3327,54.07,92,100,3.67
370,Isangel,VU,2022-03-22 04:53:18,-19.55,169.2667,79.95,83,98,4.72
371,Udachnyy,RU,2022-03-22 04:53:18,66.4167,112.4,10.27,84,96,11.99
372,Bandarbeyla,SO,2022-03-22 04:53:19,9.4942,50.8122,77.27,74,7,1.43
373,Dinar,TR,2022-03-22 04:53:19,38.065,30.1656,24.76,72,16,5.84
374,Basoko,CD,2022-03-22 04:53:20,1.2391,23.616,70.84,95,100,4.12
375,Reconquista,AR,2022-03-22 04:53:20,-29.15,-59.65,75.04,57,83,7.23
376,Marsa Matruh,EG,2022-03-22 04:53:21,31.3525,27.2453,51.64,55,71,8.9
377,Okha,RU,2022-03-22 04:53:21,53.5739,142.9478,23.45,70,19,18.72
378,Bagdarin,RU,2022-03-22 04:53:22,54.4333,113.6,28.24,53,32,3.83
379,Kanniyakumari,IN,2022-03-22 04:53:22,8.0833,77.5667,87.17,64,64,13.29
380,Wajid,SO,2022-03-22 04:53:22,3.8093,43.2471,77.23,67,2,12.88
381,Ulaangom,MN,2022-03-22 04:53:23,49.9811,92.0667,7.36,91,100,3.76
382,Papara,BR,2022-03-22 04:53:23,-3.9839,-38.7273,73.8,97,79,3.02
383,Talavera De La Reina,ES,2022-03-22 04:53:24,39.9635,-4.8308,49.24,93,98,3.04
384,Anklam,DE,2022-03-22 04:53:24,53.8564,13.6897,33.06,63,0,7.05
385,Gbarnga,LR,2022-03-22 04:53:24,6.9956,-9.4722,69.12,93,100,0.65
386,La Ronge,CA,2022-03-22 04:53:25,55.1001,-105.2842,34.05,93,100,12.66
387,Barra Patuca,HN,2022-03-22 04:53:26,15.8,-84.2833,77.25,80,30,9.89
388,Guanica,PR,2022-03-22 04:53:26,17.9716,-66.908,74.91,82,19,4.72
389,Berlevag,NO,2022-03-22 04:53:26,70.8578,29.0864,35.6,83,75,33.96
390,Abrego,CO,2022-03-22 04:53:27,8.0807,-73.2205,63.5,94,74,5.5
391,Baghdad,IQ,2022-03-22 04:53:27,33.3406,44.4009,51.71,54,0,6.91
392,Shumyachi,RU,2022-03-22 04:53:28,53.8583,32.4242,28.24,97,16,3.8
393,Hasaki,JP,2022-03-22 04:53:28,35.7333,140.8333,36.0,95,100,28.88
394,La Asuncion,VE,2022-03-22 04:53:28,11.0333,-63.8628,76.73,88,50,12.66
395,Oranjemund,NA,2022-03-22 04:53:29,-28.55,16.4333,61.54,97,34,7.25
396,Marsabit,KE,2022-03-22 04:53:29,2.3284,37.9899,67.14,69,10,18.45
397,Kamaishi,JP,2022-03-22 04:53:30,39.2667,141.8833,36.16,83,100,6.76
398,Jacqueville,CI,2022-03-22 04:53:30,5.2052,-4.4146,78.71,90,90,8.77
399,Alugan,PH,2022-03-22 04:53:30,12.2188,125.4808,82.51,78,100,5.55
400,Oussouye,SN,2022-03-22 04:53:31,12.485,-16.5469,70.0,64,98,11.21
401,Sur,OM,2022-03-22 04:53:31,22.5667,59.5289,82.42,30,0,5.19
402,Grindavik,IS,2022-03-22 04:53:32,63.8424,-22.4338,43.27,100,100,17.27
403,Progreso,MX,2022-03-22 04:53:32,21.2833,-89.6667,79.11,67,25,15.48
404,Henties Bay,NA,2022-03-22 04:53:33,-22.116,14.2845,68.23,90,100,3.31
405,Mana,GF,2022-03-22 04:53:33,5.6592,-53.7767,76.03,89,100,8.39
406,Turukhansk,RU,2022-03-22 04:53:33,65.8167,87.9833,7.63,89,100,2.17
407,Mandalgovi,MN,2022-03-22 04:54:34,45.7625,106.2708,33.84,29,32,17.13
408,Araouane,ML,2022-03-22 04:54:35,18.9048,-3.5265,68.29,15,2,11.72
409,Zhigansk,RU,2022-03-22 04:54:35,66.7697,123.3711,7.3,87,57,3.69
410,Terney,RU,2022-03-22 04:54:35,45.0503,136.6092,37.9,45,55,11.34
411,Deputatskiy,RU,2022-03-22 04:54:36,69.3,139.9,9.23,77,100,4.45
412,Nassau,US,2022-03-22 04:54:36,40.7507,-73.5829,53.92,44,45,1.99
413,Ferkessedougou,CI,2022-03-22 04:54:37,9.6,-5.2,77.11,69,92,3.65
414,Kattivakkam,IN,2022-03-22 04:54:37,13.2167,80.3167,91.49,65,99,10.04
415,Camana,PE,2022-03-22 04:54:38,-16.6228,-72.7111,68.86,85,89,6.29
416,Nha Trang,VN,2022-03-22 04:52:54,12.25,109.1833,80.6,63,86,9.04
417,Altay,CN,2022-03-22 04:54:38,47.8667,88.1167,30.24,90,100,5.28
418,Darhan,MN,2022-03-22 04:54:39,49.4867,105.9228,33.51,28,5,8.14
419,Shelburne,CA,2022-03-22 04:54:39,44.0787,-80.2041,35.76,58,81,6.4
420,Diapaga,BF,2022-03-22 04:54:40,12.0708,1.7889,82.49,28,43,5.53
421,Jalu,LY,2022-03-22 04:54:40,29.0331,21.5482,47.08,71,8,6.82
422,Nizhniy Tagil,RU,2022-03-22 04:54:41,57.9194,59.965,25.39,78,40,7.4
423,Hithadhoo,MV,2022-03-22 04:54:41,-0.6,73.0833,83.82,73,12,15.39
424,Buckeye,US,2022-03-22 04:54:41,33.3703,-112.5838,70.57,13,20,14.97
425,Wundanyi,KE,2022-03-22 04:54:42,-3.4019,38.364,65.82,71,24,3.38
426,Tabuny,RU,2022-03-22 04:54:42,52.7773,78.7896,20.3,94,100,15.82
427,Vao,NC,2022-03-22 04:54:43,-22.6667,167.4833,77.11,66,63,8.28
428,Bilma,NE,2022-03-22 04:54:43,18.6853,12.9164,67.23,24,0,19.17
429,Husavik,IS,2022-03-22 04:54:44,66.0449,-17.3389,30.69,94,100,4.18
430,Tommot,RU,2022-03-22 04:54:44,58.9564,126.2925,24.67,77,98,11.48
431,Vung Tau,VN,2022-03-22 04:54:44,10.346,107.0843,82.06,77,78,13.76
432,Ulaanbaatar,MN,2022-03-22 04:54:45,47.9077,106.8832,30.33,24,75,2.24
433,Cap Malheureux,MU,2022-03-22 04:54:45,-19.9842,57.6142,78.48,89,53,1.99
434,Vanavara,RU,2022-03-22 04:54:46,60.34,102.2797,23.86,81,100,10.89
435,Lubango,AO,2022-03-22 04:54:17,-14.9172,13.4925,61.47,88,98,2.51
436,Mineiros,BR,2022-03-22 04:54:46,-17.5694,-52.5511,65.66,90,71,3.11
437,Manggar,ID,2022-03-22 04:54:47,-2.8833,108.2667,85.64,68,99,6.85
438,Upata,VE,2022-03-22 04:54:47,8.0086,-62.3989,67.87,87,92,3.58
439,Pando,UY,2022-03-22 04:54:47,-34.7167,-55.95,66.29,72,100,6.91
440,Payo,ID,2022-03-22 04:54:48,-3.7508,103.6372,91.49,44,99,2.08
441,Tahe,CN,2022-03-22 04:54:48,52.3333,124.7333,33.49,44,5,7.74
442,Joshimath,IN,2022-03-22 04:54:49,30.5667,79.5667,70.43,21,0,3.83
443,Sabang,ID,2022-03-22 04:54:49,5.8933,95.3214,83.12,70,97,12.95
444,Heihe,CN,2022-03-22 04:54:49,50.2441,127.4902,37.98,86,6,8.37
445,Shirokiy,RU,2022-03-22 04:54:50,49.758,129.523,29.39,83,68,13.89
446,Bathsheba,BB,2022-03-22 04:54:50,13.2167,-59.5167,75.81,78,75,8.05
447,Kitimat,CA,2022-03-22 04:54:50,54.0524,-128.6534,44.98,29,100,1.12
448,Acarau,BR,2022-03-22 04:54:51,-2.8856,-40.12,77.54,88,99,7.94
449,Boyolangu,ID,2022-03-22 04:54:52,-8.1181,111.8935,86.86,65,94,7.07
450,Atherton,GB,2022-03-22 04:54:46,53.5237,-2.4935,49.78,71,93,3.0
451,Ryotsu,JP,2022-03-22 04:55:52,38.0833,138.4333,42.55,52,100,8.19
452,Fort Nelson,CA,2022-03-22 04:55:53,58.8053,-122.7002,20.79,79,75,0.0
453,Sobolevo,RU,2022-03-22 04:55:53,54.4299,31.8996,27.73,99,24,4.92
454,Lorengau,PG,2022-03-22 04:55:53,-2.0226,147.2712,84.52,70,89,5.46
455,Adwa,ET,2022-03-22 04:55:54,14.1646,38.8955,70.2,40,18,2.93
456,Baruun-Urt,MN,2022-03-22 04:55:54,46.6806,113.2792,38.14,20,18,18.59
457,Tirat Karmel,IL,2022-03-22 04:55:55,32.7617,34.9719,50.88,62,50,2.26
458,Lichuan,CN,2022-03-22 04:55:55,30.3,108.85,40.62,90,100,1.57
459,Northallerton,GB,2022-03-22 04:55:56,54.339,-1.4324,43.32,91,79,6.02
460,Mezen,RU,2022-03-22 04:55:56,65.8522,44.24,29.88,78,100,15.1
461,Faya,SA,2022-03-22 04:55:56,18.3851,42.4509,60.91,46,10,5.35
462,Miri,MY,2022-03-22 04:51:45,4.4148,114.0089,84.34,79,40,8.05
463,Zhezkazgan,KZ,2022-03-22 04:55:57,47.8043,67.7144,26.58,80,100,15.66
464,Balabac,PH,2022-03-22 04:55:57,7.9868,117.0645,81.3,80,90,7.49
465,Itarema,BR,2022-03-22 04:55:58,-2.9248,-39.9167,77.45,88,99,7.72
466,Sao Felix Do Xingu,BR,2022-03-22 04:54:08,-6.6447,-51.995,70.54,99,92,0.76
467,Torrington,US,2022-03-22 04:55:58,41.8007,-73.1212,44.78,47,33,5.99
468,Nacogdoches,US,2022-03-22 04:55:59,31.6002,-94.6335,69.66,99,100,16.11
469,Yumen,CN,2022-03-22 04:55:59,40.2833,97.2,52.27,26,5,15.28
470,Shugurovo,RU,2022-03-22 04:56:00,54.5083,52.1326,18.55,98,85,3.65
471,Coquimbo,CL,2022-03-22 04:53:17,-29.9533,-71.3436,58.73,100,0,2.3
472,Tra Vinh,VN,2022-03-22 04:56:00,9.9347,106.3453,90.75,51,91,11.14
473,Gat,IL,2022-03-22 04:54:02,31.61,34.7642,49.41,61,61,4.43
474,Yarim,YE,2022-03-22 04:56:01,14.298,44.3779,60.06,42,3,2.08
475,Alofi,NU,2022-03-22 04:56:01,-19.0595,-169.9187,82.29,83,100,6.91
476,Dubbo,AU,2022-03-22 04:56:01,-32.25,148.6167,89.73,27,65,9.22
477,Ouro Preto Do Oeste,BR,2022-03-22 04:55:28,-10.7481,-62.2158,71.38,97,91,1.59
478,Waipawa,NZ,2022-03-22 04:56:02,-41.4122,175.5153,67.71,80,34,10.51
479,Viisoara,RO,2022-03-22 04:56:02,46.55,23.9167,28.0,69,0,3.13
480,Eureka,US,2022-03-22 04:51:21,40.8021,-124.1637,52.2,84,27,1.01
481,Tual,ID,2022-03-22 04:56:03,-5.6667,132.75,80.17,83,100,17.25
482,Mkushi,ZM,2022-03-22 04:56:04,-13.6202,29.3939,59.72,91,44,7.47
483,Mullingar,IE,2022-03-22 04:56:04,53.5333,-7.35,46.67,96,100,7.52
484,Presidencia Roque Saenz Pena,AR,2022-03-22 04:56:04,-26.7852,-60.4388,74.39,73,88,4.09
485,Kropotkin,RU,2022-03-22 04:56:05,45.4375,40.5756,35.98,87,100,13.22
486,Raga,SS,2022-03-22 04:56:05,8.4596,25.678,74.25,16,67,3.94
487,Pacific Grove,US,2022-03-22 04:56:05,36.6177,-121.9166,57.02,83,12,1.99
488,Esna,EG,2022-03-22 04:56:06,25.2934,32.554,55.42,44,0,16.51
489,Ciudad Bolivar,VE,2022-03-22 04:56:06,8.1222,-63.5497,76.06,67,84,12.77
490,Dubai,AE,2022-03-22 04:52:19,25.2582,55.3047,69.73,73,13,3.44
491,Barcelos,PT,2022-03-22 04:56:07,41.5388,-8.6151,55.54,78,100,4.27
492,Mercedes,AR,2022-03-22 04:56:07,-34.6515,-59.4307,64.04,71,100,9.82
493,Dunedin,NZ,2022-03-22 04:56:08,-45.8742,170.5036,58.8,98,100,4.0
494,Yanam,IN,2022-03-22 04:56:08,16.7333,82.2167,96.4,45,65,1.92
495,Punta,PH,2022-03-22 04:56:09,8.9897,125.34,87.37,60,94,6.04
496,Takoradi,GH,2022-03-22 04:57:09,4.8845,-1.7554,79.14,88,44,7.74
497,Nyurba,RU,2022-03-22 04:57:09,63.2842,118.3319,24.98,82,100,8.97
498,Ruteng,ID,2022-03-22 04:57:10,-8.6136,120.4721,76.05,66,61,2.28
499,Nanjing,CN,2022-03-22 04:57:10,32.0617,118.7778,49.91,70,100,10.0
500,Port Hedland,AU,2022-03-22 04:57:11,-20.3167,118.5667,102.25,29,60,12.66
501,Kavaratti,IN,2022-03-22 04:57:11,10.5669,72.642,81.97,68,4,12.08
502,Wewak,PG,2022-03-22 04:57:11,-3.5534,143.6268,85.86,65,96,8.9
503,Yamada,JP,2022-03-22 04:57:12,39.4667,141.95,36.52,79,100,7.76
504,Medina,SA,2022-03-22 04:57:12,24.4686,39.6142,63.03,19,0,5.75
505,Port Shepstone,ZA,2022-03-22 04:57:13,-30.7414,30.455,69.22,76,7,10.22
506,Zaysan,KZ,2022-03-22 04:57:13,47.4667,84.8667,28.17,95,99,4.5
507,Teacapan,MX,2022-03-22 04:57:14,22.55,-105.75,64.0,78,28,5.23
508,Yulara,AU,2022-03-22 04:56:35,-25.2406,130.9889,98.44,10,62,6.91
509,Mutsalaul,RU,2022-03-22 04:57:14,43.2755,46.7308,37.53,58,95,13.29
510,Sistranda,NO,2022-03-22 04:57:14,63.7256,8.834,35.56,74,0,4.92
511,Sakaraha,MG,2022-03-22 04:57:15,-22.9,44.5333,73.69,58,17,5.88
512,Beatrice,US,2022-03-22 04:57:15,40.2681,-96.747,48.18,93,100,18.41
513,Sechura,PE,2022-03-22 04:57:20,-5.5569,-80.8222,72.28,74,97,12.82
514,Zhangye,CN,2022-03-22 04:57:20,38.9342,100.4517,47.23,29,87,1.23
515,Kongolo,CD,2022-03-22 04:57:21,-5.3833,27.0,69.26,98,100,6.44
516,Mocuba,MZ,2022-03-22 04:57:21,-16.8392,36.9856,69.58,91,97,4.29
517,Actopan,MX,2022-03-22 04:57:22,20.2667,-98.9333,64.76,28,36,6.64
518,Mokhsogollokh,RU,2022-03-22 04:57:22,61.4681,128.9203,20.43,75,99,10.42
519,Burnie,AU,2022-03-22 04:57:23,-41.0667,145.9167,62.92,89,100,9.37
520,Kasongo-Lunda,CD,2022-03-22 04:57:23,-6.4667,16.8167,69.62,99,100,0.83
521,Moron,AR,2022-03-22 04:57:23,-34.6534,-58.6198,67.75,84,98,9.15
522,Bowen,AU,2022-03-22 04:57:24,-20.0167,148.2333,82.63,59,5,19.15
523,Sinnamary,GF,2022-03-22 04:57:24,5.3833,-52.95,76.71,87,100,10.16
524,Pukhrayan,IN,2022-03-22 04:57:25,26.2333,79.85,96.87,10,0,6.96
525,Barinas,VE,2022-03-22 04:57:26,8.6226,-70.2075,82.44,57,44,2.3
526,Torbay,CA,2022-03-22 04:57:26,47.6666,-52.7314,35.28,97,75,26.46
527,Tabou,CI,2022-03-22 04:57:27,4.423,-7.3528,75.92,89,80,4.5
528,Palestine,PS,2022-03-22 04:57:27,31.9216,35.2033,40.95,86,64,4.76
529,Nanortalik,GL,2022-03-22 04:57:27,60.1432,-45.2371,16.81,83,37,6.22
530,Sao Joao Da Barra,BR,2022-03-22 04:57:28,-21.6403,-41.0511,70.16,84,100,14.07
531,Ekhabi,RU,2022-03-22 04:57:28,53.5102,142.9671,23.86,70,22,18.92
532,Camabatela,AO,2022-03-22 04:57:29,-8.1881,15.375,63.19,99,98,3.13
533,Kogon,UZ,2022-03-22 04:57:29,39.7228,64.5517,46.44,66,0,11.5
534,Grand Gaube,MU,2022-03-22 04:57:29,-20.0064,57.6608,78.39,89,46,1.99
535,Aksu,CN,2022-03-22 04:57:30,41.1231,80.2644,46.98,61,58,4.59
536,Estelle,US,2022-03-22 04:57:30,29.8458,-90.1067,72.0,80,90,15.01
537,Naze,JP,2022-03-22 04:57:31,28.3667,129.4833,65.32,81,98,20.24
538,Nemuro,JP,2022-03-22 04:57:31,43.3236,145.575,34.99,68,1,19.8
539,Port Macquarie,AU,2022-03-22 04:57:31,-31.4333,152.9167,79.9,57,3,6.93
540,San Ramon,US,2022-03-22 04:52:45,37.7799,-121.978,62.74,66,0,0.0
541,Pastavy,BY,2022-03-22 04:57:13,55.1168,26.8326,36.21,82,0,3.85
542,Vaitape,PF,2022-03-22 04:58:32,-16.5167,-151.75,82.18,73,11,15.7
543,Langxiang,CN,2022-03-22 04:58:33,46.95,128.8833,31.62,65,5,14.99
544,Hibbing,US,2022-03-22 04:58:33,47.4272,-92.9377,33.4,17,100,13.69
545,Artesia,US,2022-03-22 04:58:33,33.8658,-118.0831,67.48,75,13,1.99
546,Mukhen,RU,2022-03-22 04:58:34,48.1,136.1,30.7,71,94,13.06
547,Benghazi,LY,2022-03-22 04:58:34,32.1167,20.0667,48.52,77,97,9.8
548,Taylorville,US,2022-03-22 04:58:35,39.5489,-89.2945,58.98,51,100,10.36
549,Mount Hagen,PG,2022-03-22 04:58:35,-5.8581,144.2274,79.56,44,40,4.61
550,Fort Saint James,CA,2022-03-22 04:58:35,54.4333,-124.25,34.79,96,100,3.09
551,Valparai,IN,2022-03-22 04:58:36,10.3667,76.9667,76.66,41,90,5.95
552,Apatou,GF,2022-03-22 04:58:36,5.155,-54.3472,72.57,99,99,1.83
553,Kolosovka,RU,2022-03-22 04:58:37,56.4678,73.611,24.01,93,98,5.84
554,Biu,NG,2022-03-22 04:54:15,10.6129,12.1946,76.73,16,100,1.36
555,Sanmenxia,CN,2022-03-22 04:58:37,34.7747,111.1814,53.87,43,100,15.17
556,Rio Brilhante,BR,2022-03-22 04:58:38,-21.8019,-54.5464,76.03,68,98,11.27
